"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Maharashtra","Satara","Karad","Cabbage","Other","04/03/2019","500","1000","1000"
"Maharashtra","Satara","Karad","Carrot","Other","04/03/2019","500","1000","1000"
"Maharashtra","Satara","Karad","Cauliflower","Other","04/03/2019","400","900","900"
"Maharashtra","Satara","Karad","Chikoos(Sapota)","Other","04/03/2019","2000","2500","2500"
"Maharashtra","Satara","Karad","Chilly Capsicum","Other","04/03/2019","3000","3500","3500"
"Maharashtra","Satara","Karad","Coriander(Leaves)","Other","04/03/2019","1","2","2"
"Maharashtra","Satara","Karad","Cucumbar(Kheera)","Other","04/03/2019","1500","2000","2000"
"Maharashtra","Satara","Karad","Drumstick","Other","04/03/2019","1600","2000","2000"
"Maharashtra","Satara","Karad","Garlic","Other","04/03/2019","3000","3400","3400"
"Maharashtra","Satara","Karad","Ginger(Dry)","Other","04/03/2019","5000","6500","6500"
"Maharashtra","Satara","Karad","Grapes","Other","04/03/2019","1500","2250","2250"
"Maharashtra","Satara","Karad","Green Chilli","Other","04/03/2019","3500","4500","4500"
"Maharashtra","Satara","Karad","Guar","Other","04/03/2019","4000","4600","4600"
"Maharashtra","Satara","Karad","Onion","Other","04/03/2019","400","800","800"
"Maharashtra","Satara","Karad","Onion Green","Other","04/03/2019","2","3","3"
"Maharashtra","Satara","Karad","Peas Wet","Other","04/03/2019","2000","2600","2600"
"Maharashtra","Satara","Karad","Pomegranate","Other","04/03/2019","2000","2500","2500"
"Maharashtra","Satara","Karad","Potato","Local","04/03/2019","1000","1500","1500"
"Maharashtra","Satara","Karad","Ridgeguard(Tori)","Other","04/03/2019","3000","3800","3800"
"Maharashtra","Satara","Karad","Spinach","Other","04/03/2019","1","2","2"
"Maharashtra","Satara","Karad","Sweet Potato","Hosur Red","04/03/2019","1000","1800","1800"
"Maharashtra","Satara","Karad","Tomato","Other","04/03/2019","600","1000","1000"
"Maharashtra","Satara","Karad","Water Melon","Other","04/03/2019","600","700","700"
"Maharashtra","Sholapur","Akluj","Brinjal","Other","04/03/2019","1500","2500","2000"
"Maharashtra","Sholapur","Akluj","Potato","Local","04/03/2019","1200","1600","1400"
"Maharashtra","Sholapur","Mangal Wedha","Bhindi(Ladies Finger)","Other","04/03/2019","800","4300","2800"
"Maharashtra","Sholapur","Mangal Wedha","Bitter gourd","Other","04/03/2019","3100","3100","3100"
"Maharashtra","Sholapur","Mangal Wedha","Brinjal","Other","04/03/2019","600","2400","1300"
"Maharashtra","Sholapur","Mangal Wedha","Coriander(Leaves)","Other","04/03/2019","1","3","2"
"Maharashtra","Sholapur","Mangal Wedha","Cucumbar(Kheera)","Other","04/03/2019","400","3600","2000"
"Maharashtra","Sholapur","Mangal Wedha","Green Chilli","Other","04/03/2019","3500","6600","5000"
"Maharashtra","Sholapur","Mangal Wedha","Onion","Other","04/03/2019","100","700","500"
"Maharashtra","Sholapur","Mangal Wedha","Ridgeguard(Tori)","Other","04/03/2019","1000","5900","2900"
"Maharashtra","Sholapur","Mangal Wedha","Tomato","Other","04/03/2019","300","1700","1000"
"Maharashtra","Sholapur","Pandharpur","Banana","Other","04/03/2019","425","511","475"
"Manipur","Bishnupur","Bishenpur","Banana","Other","04/03/2019","3300","4000","3500"
"Manipur","Bishnupur","Bishenpur","Bengal Gram Dal (Chana Dal)","Bengal Gram Dal","04/03/2019","0","9600","9600"
"Manipur","Bishnupur","Bishenpur","Cabbage","Cabbage","04/03/2019","1100","1300","1300"
"Manipur","Bishnupur","Bishenpur","Cauliflower","Cauliflower","04/03/2019","2300","2500","2500"
"Manipur","Bishnupur","Bishenpur","Ginger(Green)","Green Ginger","04/03/2019","4300","4500","4500"
"Manipur","Bishnupur","Bishenpur","Masur Dal","Masur Dal","04/03/2019","7300","7350","7300"
"Manipur","Bishnupur","Bishenpur","Onion","Onion","04/03/2019","2400","2500","2500"
"Manipur","Bishnupur","Bishenpur","Paddy(Dhan)(Common)","Other","04/03/2019","2250","2250","2250"
"Manipur","Bishnupur","Bishenpur","Potato","Other","04/03/2019","800","1000","1000"
"Manipur","Bishnupur","Bishenpur","Rice","Other","04/03/2019","3700","3700","3700"
"Manipur","Chandel","Moreh","Banana","Other","04/03/2019","2800","3200","3000"
"Manipur","Chandel","Moreh","Cabbage","Other","04/03/2019","800","1200","1000"
"Manipur","Chandel","Moreh","Cauliflower","Other","04/03/2019","1800","2200","2000"
"Manipur","Chandel","Moreh","Dry Chillies","Other","04/03/2019","13000","13500","13300"
"Manipur","Chandel","Moreh","Ginger(Green)","Green Ginger","04/03/2019","3300","3700","3500"
"Manipur","Chandel","Moreh","Masur Dal","Masur Dal","04/03/2019","0","7400","7400"
"Manipur","Chandel","Moreh","Onion","Other","04/03/2019","2300","2500","2500"
"Manipur","Chandel","Moreh","Potato","Other","04/03/2019","1200","1600","1400"
"Manipur","Chandel","Moreh","Rice","Other","04/03/2019","3500","3500","3500"
"Manipur","Imphal East","Lamlong Bazaar","Banana","Other","04/03/2019","2800","3500","3500"
"Manipur","Imphal East","Lamlong Bazaar","Cabbage","Cabbage","04/03/2019","1300","1500","1500"
"Manipur","Imphal East","Lamlong Bazaar","Cauliflower","Cauliflower","04/03/2019","2300","2500","2500"
"Manipur","Imphal East","Lamlong Bazaar","Dry Chillies","Other","04/03/2019","13000","15000","15000"
"Manipur","Imphal East","Lamlong Bazaar","Ginger(Green)","Green Ginger","04/03/2019","5300","5500","5500"
"Manipur","Imphal East","Lamlong Bazaar","Masur Dal","Masur Dal","04/03/2019","0","8200","8200"
"Manipur","Imphal East","Lamlong Bazaar","Onion","Other","04/03/2019","1300","2500","2500"
"Manipur","Imphal East","Lamlong Bazaar","Paddy(Dhan)(Common)","Other","04/03/2019","0","2500","2500"
"Manipur","Imphal East","Lamlong Bazaar","Potato","Other","04/03/2019","800","1000","1000"
"Manipur","Imphal East","Lamlong Bazaar","Rice","Other","04/03/2019","3900","4100","4100"
"Manipur","Imphal West","Imphal","Banana","Other","04/03/2019","3300","3500","3500"
"Manipur","Imphal West","Imphal","Bengal Gram Dal (Chana Dal)","Bengal Gram Dal","04/03/2019","0","8000","8000"
"Manipur","Imphal West","Imphal","Cabbage","Other","04/03/2019","1300","1500","1500"
"Manipur","Imphal West","Imphal","Cauliflower","Other","04/03/2019","1800","2000","2000"
"Manipur","Imphal West","Imphal","Dry Chillies","Other","04/03/2019","14800","15000","15000"
"Manipur","Imphal West","Imphal","Ginger(Green)","Green Ginger","04/03/2019","2800","3000","3000"
"Manipur","Imphal West","Imphal","Masur Dal","Masur Dal","04/03/2019","0","7000","7000"
"Manipur","Imphal West","Imphal","Onion","Other","04/03/2019","2300","2700","2500"
"Manipur","Imphal West","Imphal","Paddy(Dhan)(Common)","Other","04/03/2019","1050","2250","2250"
"Manipur","Imphal West","Imphal","Potato","Other","04/03/2019","1500","1500","1500"
"Manipur","Imphal West","Imphal","Rice","Other","04/03/2019","3800","3800","3800"
"Manipur","Thoubal","Thoubal","Banana","Other","04/03/2019","3000","4000","3500"
"Manipur","Thoubal","Thoubal","Bengal Gram Dal (Chana Dal)","Bengal Gram Dal","04/03/2019","0","11000","11000"
"Manipur","Thoubal","Thoubal","Cabbage","Cabbage","04/03/2019","700","1300","1000"
"Manipur","Thoubal","Thoubal","Cauliflower","Cauliflower","04/03/2019","1700","2300","2000"
"Manipur","Thoubal","Thoubal","Dry Chillies","Other","04/03/2019","13500","14500","14000"
"Manipur","Thoubal","Thoubal","Ginger(Green)","Green Ginger","04/03/2019","5000","5500","5500"
"Manipur","Thoubal","Thoubal","Masur Dal","Masur Dal","04/03/2019","0","7500","7500"
"Manipur","Thoubal","Thoubal","Onion","Other","04/03/2019","0","2000","2000"
"Manipur","Thoubal","Thoubal","Paddy(Dhan)(Common)","Other","04/03/2019","2375","2375","2375"
"Manipur","Thoubal","Thoubal","Potato","Other","04/03/2019","800","1200","1000"
"Manipur","Thoubal","Thoubal","Rice","Other","04/03/2019","3900","3900","3900"
"Manipur","Thoubal","Thoubal","Turmeric (raw)","Turmeric (raw)","04/03/2019","0","2500","2500"
"Meghalaya","East Khasi Hills","Shillong","Arecanut(Betelnut/Supari)","New Variety","04/03/2019","9500","17000","13500"
"Meghalaya","East Khasi Hills","Shillong","Banana","Champa","04/03/2019","3500","4500","4000"
"Meghalaya","East Khasi Hills","Shillong","Betal Leaves","Local","04/03/2019","21000","30000","26500"
"Meghalaya","East Khasi Hills","Shillong","Ginger(Dry)","Dry","04/03/2019","6000","7000","6500"
"Meghalaya","East Khasi Hills","Shillong","Orange","Orange","04/03/2019","3500","4500","4000"
"Meghalaya","East Khasi Hills","Shillong","Pumpkin","Pumpkin","04/03/2019","1700","2000","1850"
"Nagaland","Mokokchung","Mangkolemba","Arecanut(Betelnut/Supari)","api","04/03/2019","1400","1700","1500"
"Nagaland","Mokokchung","Mangkolemba","Banana - Green","Banana - Green","04/03/2019","4100","4400","4200"
"Nagaland","Mokokchung","Mangkolemba","Cabbage","Cabbage","04/03/2019","2100","2400","2300"
"Nagaland","Mokokchung","Mangkolemba","Ginger(Green)","Green Ginger","04/03/2019","1600","1900","1700"
"Nagaland","Mokokchung","Mangkolemba","Leafy Vegetable","Leafy Vegetables","04/03/2019","1600","1900","1700"
"Nagaland","Mokokchung","Mangkolemba","Turmeric (raw)","Other","04/03/2019","1500","1800","1700"
"Odisha","Angul","Angul","Brinjal","Other","04/03/2019","400","600","500"
"Odisha","Angul","Angul(Jarapada)","Brinjal","Other","04/03/2019","400","600","500"
"Odisha","Angul","Pallahara","Potato","Other","04/03/2019","700","900","800"
"Odisha","Balasore","Jaleswar","Brinjal","Other","04/03/2019","1100","1300","1200"
"Odisha","Balasore","Jaleswar","Cabbage","Other","04/03/2019","600","800","700"
"Odisha","Balasore","Jaleswar","Garlic","Other","04/03/2019","5000","5200","5100"
"Odisha","Balasore","Jaleswar","Ginger(Dry)","Other","04/03/2019","7400","7600","7500"
"Odisha","Balasore","Jaleswar","Onion","Other","04/03/2019","1000","1150","1100"
"Odisha","Balasore","Jaleswar","Tomato","Other","04/03/2019","600","800","700"
"Odisha","Balasore","Nilagiri","Cabbage","Other","04/03/2019","500","600","550"
"Odisha","Balasore","Nilagiri","Carrot","Other","04/03/2019","1400","1500","1450"
"Odisha","Balasore","Nilagiri","Garlic","Other","04/03/2019","2800","3000","2900"
"Odisha","Balasore","Nilagiri","Tomato","Other","04/03/2019","550","650","600"
"Odisha","Bargarh","Godabhaga","Paddy(Dhan)(Common)","Other","04/03/2019","1750","1770","1750"
"Odisha","Dhenkanal","Hindol","Banana - Green","Other","04/03/2019","2500","3000","2800"
"Odisha","Dhenkanal","Hindol","Beans","Other","04/03/2019","2400","2600","2500"
"Odisha","Dhenkanal","Hindol","Bhindi(Ladies Finger)","Bhindi","04/03/2019","3500","4000","3800"
"Odisha","Dhenkanal","Hindol","Bitter gourd","Bitter Gourd","04/03/2019","4000","4500","4200"
"Odisha","Dhenkanal","Hindol","Brinjal","Brinjal","04/03/2019","800","1200","1000"
"Odisha","Dhenkanal","Hindol","Cucumbar(Kheera)","Cucumbar","04/03/2019","2200","2500","2400"
"Odisha","Dhenkanal","Hindol","Onion","Other","04/03/2019","1200","1400","1300"
"Odisha","Dhenkanal","Hindol","Potato","Potato","04/03/2019","800","1000","900"
"Odisha","Dhenkanal","Hindol","Pumpkin","Pumpkin","04/03/2019","1200","1400","1300"
"Odisha","Dhenkanal","Hindol","Tomato","Tomato","04/03/2019","700","1000","800"
"Odisha","Gajapati","Kasinagar","Banana","Banana - Ripe","04/03/2019","2500","3000","3000"
"Odisha","Gajapati","Kasinagar","Bhindi(Ladies Finger)","Other","04/03/2019","2500","3000","3000"
"Odisha","Gajapati","Kasinagar","Brinjal","Other","04/03/2019","800","1000","1000"
"Odisha","Gajapati","Kasinagar","Tomato","Other","04/03/2019","1000","1200","1200"
"Odisha","Gajapati","Kasinagar","Water Melon","Other","04/03/2019","2500","3000","3000"
"Odisha","Gajapati","Parlakhemundi","Banana","Other","04/03/2019","2500","3000","3000"
"Odisha","Gajapati","Parlakhemundi","Coconut","Other","04/03/2019","1400","1500","1500"
"Odisha","Ganjam","Bhanjanagar","Brinjal","Other","04/03/2019","1400","1600","1500"
"Odisha","Ganjam","Bhanjanagar","Onion","Other","04/03/2019","1300","1500","1400"
"Odisha","Ganjam","Bhanjanagar","Paddy(Dhan)(Common)","Common","04/03/2019","1750","1750","1750"
"Odisha","Ganjam","Digapahandi","Brinjal","Other","04/03/2019","3000","3500","3200"
"Odisha","Ganjam","Digapahandi","Maize","Other","04/03/2019","1300","1420","1350"
"Odisha","Jharsuguda","Jharsuguda","Onion","Other","04/03/2019","1000","1400","1300"
"Odisha","Jharsuguda","Jharsuguda","Potato","Other","04/03/2019","800","1000","900"
"Odisha","Mayurbhanja","Betnoti","Beans","Other","04/03/2019","2500","3000","2800"
"Odisha","Mayurbhanja","Betnoti","Bitter gourd","Bitter Gourd","04/03/2019","2500","3000","2800"
"Odisha","Mayurbhanja","Betnoti","Brinjal","Other","04/03/2019","600","1000","700"
"Odisha","Mayurbhanja","Betnoti","Cabbage","Cabbage","04/03/2019","500","700","600"
"Odisha","Mayurbhanja","Betnoti","Cauliflower","Cauliflower","04/03/2019","1400","1600","1500"
"Odisha","Mayurbhanja","Betnoti","Cucumbar(Kheera)","Cucumbar","04/03/2019","3000","4000","3500"
"Odisha","Mayurbhanja","Betnoti","Leafy Vegetable","Other","04/03/2019","1400","1600","1500"
"Odisha","Mayurbhanja","Betnoti","Onion","Other","04/03/2019","1300","1500","1400"
"Odisha","Mayurbhanja","Betnoti","Potato","Potato","04/03/2019","500","700","600"
"Odisha","Mayurbhanja","Betnoti","Rice","Sanna Bhatta","04/03/2019","2000","2500","2200"
"Odisha","Mayurbhanja","Betnoti","Tomato","Tomato","04/03/2019","700","1000","800"
"Odisha","Mayurbhanja","Saraskana","Bhindi(Ladies Finger)","Bhindi","04/03/2019","6000","7000","6500"
"Odisha","Mayurbhanja","Saraskana","Bitter gourd","Bitter Gourd","04/03/2019","7000","8000","7500"
"Odisha","Mayurbhanja","Saraskana","Brinjal","Brinjal","04/03/2019","1200","1500","1400"
"Odisha","Mayurbhanja","Saraskana","Cabbage","Cabbage","04/03/2019","600","800","700"
"Odisha","Mayurbhanja","Saraskana","Cauliflower","Cauliflower","04/03/2019","700","1000","800"
"Odisha","Mayurbhanja","Saraskana","Pumpkin","Pumpkin","04/03/2019","1000","1200","1100"
"Odisha","Mayurbhanja","Saraskana","Tomato","Tomato","04/03/2019","700","1000","800"
"Odisha","Nowarangpur","Nawarangpur","Broken Rice","Broken Rice","04/03/2019","1200","1200","1200"
"Odisha","Nowarangpur","Nawarangpur","Gur(Jaggery)","NO 2","04/03/2019","2000","2000","2000"
"Odisha","Nowarangpur","Nawarangpur","Maize","Hybrid/Local","04/03/2019","1400","1550","1400"
"Odisha","Sundergarh","Bonai","Banana - Green","Other","04/03/2019","4000","4000","4000"
"Odisha","Sundergarh","Bonai","Bhindi(Ladies Finger)","Other","04/03/2019","4000","4000","4000"
"Odisha","Sundergarh","Bonai","Black Gram (Urd Beans)(Whole)","Local","04/03/2019","5600","9000","9000"
"Odisha","Sundergarh","Bonai","Black Gram (Urd Beans)(Whole)","Other","04/03/2019","5600","9000","9000"
"Odisha","Sundergarh","Bonai","Brinjal","Other","04/03/2019","2000","2000","2000"
"Odisha","Sundergarh","Bonai","Cabbage","Other","04/03/2019","1000","1000","1000"
"Odisha","Sundergarh","Bonai","Capsicum","Other","04/03/2019","4000","4000","4000"
"Odisha","Sundergarh","Bonai","Carrot","Other","04/03/2019","1000","2000","1000"
"Odisha","Sundergarh","Bonai","Cauliflower","Other","04/03/2019","1000","1000","1000"
"Odisha","Sundergarh","Bonai","Cucumbar(Kheera)","Other","04/03/2019","4000","4000","4000"
"Odisha","Sundergarh","Bonai","French Beans (Frasbean)","Other","04/03/2019","4000","4000","4000"
"Odisha","Sundergarh","Bonai","Onion","Onion","04/03/2019","1500","1500","1500"
"Odisha","Sundergarh","Bonai","Onion","Other","04/03/2019","1500","1500","1500"
"Odisha","Sundergarh","Bonai","Orange","Other","04/03/2019","8000","8000","8000"
"Odisha","Sundergarh","Bonai","Orange","Other","04/03/2019","8000","8000","8000"
"Odisha","Sundergarh","Bonai","Orange","Other","04/03/2019","8000","8000","8000"
"Odisha","Sundergarh","Bonai","Paddy(Dhan)(Common)","Other","04/03/2019","1750","1790","1790"
"Odisha","Sundergarh","Bonai","Potato","Other","04/03/2019","1000","1000","1000"
"Odisha","Sundergarh","Bonai","Rice","Other","04/03/2019","3000","3000","3000"
"Odisha","Sundergarh","Bonai","Sugar","Other","04/03/2019","4000","4000","4000"
"Odisha","Sundergarh","Bonai","Tomato","Other","04/03/2019","1000","1500","1000"
"Odisha","Sundergarh","Bonai","Wheat","Other","04/03/2019","1735","3000","3000"
"Odisha","Sundergarh","Bonai","Wheat Atta","Wheat Atta","04/03/2019","3500","3500","3500"
"Odisha","Sundergarh","Panposh","Brinjal","Other","04/03/2019","400","700","600"
"Odisha","Sundergarh","Panposh","Cabbage","Other","04/03/2019","600","900","800"
"Odisha","Sundergarh","Panposh","Cauliflower","Other","04/03/2019","700","1000","900"
"Odisha","Sundergarh","Panposh","Tomato","Other","04/03/2019","600","1000","900"
"Pondicherry","Karaikal","Karaikal","Copra","Copra","04/03/2019","9000","9000","9000"
"Pondicherry","Karaikal","Karaikal","Paddy(Dhan)(Common)","B P T","04/03/2019","1833","1833","1833"
"Pondicherry","Karaikal","Karaikal","Paddy(Dhan)(Common)","Fine","04/03/2019","1583","1750","1667"
"Pondicherry","Karaikal","Karaikal","Paddy(Dhan)(Common)","Other","04/03/2019","1583","1583","1583"
"Pondicherry","Karaikal","Karaikal","Paddy(Dhan)(Common)","Pommani","04/03/2019","1583","1583","1583"
"Pondicherry","Karaikal","Karaikal","Paddy(Dhan)(Common)","White Ponni","04/03/2019","1833","1833","1833"
"Pondicherry","Karaikal","Karaikal","Sesamum(Sesame,Gingelly,Til)","Sesame","04/03/2019","10000","10000","10000"
"Punjab","Amritsar","Chogawan","Carrot","Carrot","04/03/2019","700","900","800"
"Punjab","Amritsar","Chogawan","Cauliflower","Cauliflower","04/03/2019","800","1000","900"
"Punjab","Amritsar","Chogawan","Peas cod","Peas cod","04/03/2019","700","900","800"
"Punjab","Amritsar","Mehta","Carrot","Carrot","04/03/2019","700","820","800"
"Punjab","Barnala","Dhanaula","Carrot","Carrot","04/03/2019","400","550","500"
"Punjab","Barnala","Dhanaula","Cauliflower","Cauliflower","04/03/2019","450","650","500"
"Punjab","Barnala","Dhanaula","Peas Wet","Peas Wet","04/03/2019","1400","1600","1500"
"Punjab","Barnala","Dhanaula","Raddish","Raddish","04/03/2019","200","350","300"
"Punjab","Bhatinda","Bhucho","Onion","Other","04/03/2019","1400","1600","1500"
"Punjab","Bhatinda","Bhucho","Potato","Other","04/03/2019","400","500","450"
"Punjab","Gurdaspur","Dera Baba Nanak","Cauliflower","Other","04/03/2019","600","800","700"
"Punjab","Gurdaspur","Dera Baba Nanak","Peas cod","Other","04/03/2019","900","1100","1000"
"Punjab","Gurdaspur","Dera Baba Nanak","Turnip","Other","04/03/2019","600","800","700"
"Punjab","Gurdaspur","Dhariwal","Brinjal","Brinjal","04/03/2019","600","800","700"
"Punjab","Gurdaspur","Dhariwal","Carrot","Carrot","04/03/2019","600","700","650"
"Punjab","Gurdaspur","Dhariwal","Cauliflower","Cauliflower","04/03/2019","500","700","580"
"Punjab","Gurdaspur","Dhariwal","Onion","Other","04/03/2019","700","1000","850"
"Punjab","Gurdaspur","Dhariwal","Peas Wet","Peas Wet","04/03/2019","500","800","700"
"Punjab","Gurdaspur","Dhariwal","Potato","Other","04/03/2019","300","450","370"
"Punjab","Gurdaspur","Dhariwal","Raddish","Raddish","04/03/2019","300","500","420"
"Punjab","Gurdaspur","Kalanaur","Brinjal","Other","04/03/2019","1400","1550","1450"
"Punjab","Gurdaspur","Kalanaur","Capsicum","Capsicum","04/03/2019","1900","2150","2050"
"Punjab","Gurdaspur","Kalanaur","Green Chilli","Other","04/03/2019","1300","1600","1500"
"Punjab","Hoshiarpur","Dasuya","Brinjal","Other","04/03/2019","1500","2000","2000"
"Punjab","Hoshiarpur","Dasuya","Cabbage","Other","04/03/2019","400","500","500"
"Punjab","Hoshiarpur","Dasuya","Capsicum","Other","04/03/2019","2500","3000","3000"
"Punjab","Hoshiarpur","Dasuya","Carrot","Other","04/03/2019","500","700","700"
"Punjab","Hoshiarpur","Dasuya","Cauliflower","Other","04/03/2019","600","800","800"
"Punjab","Hoshiarpur","Dasuya","Cucumbar(Kheera)","Other","04/03/2019","2000","2500","2500"
"Punjab","Hoshiarpur","Dasuya","Field Pea","Other","04/03/2019","1000","1500","1500"
"Punjab","Hoshiarpur","Dasuya","Ginger(Green)","Other","04/03/2019","7000","7500","7500"
"Punjab","Hoshiarpur","Dasuya","Grapes","Other","04/03/2019","4500","5000","5000"
"Punjab","Hoshiarpur","Dasuya","Grapes","Other","04/03/2019","2500","3000","3000"
"Punjab","Hoshiarpur","Dasuya","Green Chilli","Other","04/03/2019","4500","5000","5000"
"Punjab","Hoshiarpur","Dasuya","Kinnow","Other","04/03/2019","1600","2000","2000"
"Punjab","Hoshiarpur","Dasuya","Kinnow","Other","04/03/2019","800","1200","1200"
"Punjab","Hoshiarpur","Dasuya","Kinnow","Other","04/03/2019","400","500","500"
"Punjab","Hoshiarpur","Dasuya","Onion","Other","04/03/2019","600","800","800"
"Punjab","Hoshiarpur","Dasuya","Papaya","Other","04/03/2019","1200","1500","1500"
"Punjab","Hoshiarpur","Dasuya","Potato","Other","04/03/2019","450","500","500"
"Punjab","Hoshiarpur","Dasuya","Raddish","Other","04/03/2019","500","600","600"
"Punjab","Hoshiarpur","Dasuya","Spinach","Other","04/03/2019","500","700","700"
"Punjab","Hoshiarpur","Dasuya","Tomato","Other","04/03/2019","1500","2000","2000"
"Punjab","Jalandhar","Adampur","Amphophalus","Other","04/03/2019","1800","2000","2000"
"Punjab","Jalandhar","Adampur","Bhindi(Ladies Finger)","Other","04/03/2019","4000","5000","5000"
"Punjab","Jalandhar","Adampur","Brinjal","Other","04/03/2019","1500","2000","2000"
"Punjab","Jalandhar","Adampur","Cabbage","Other","04/03/2019","300","400","400"
"Punjab","Jalandhar","Adampur","Capsicum","Other","04/03/2019","3000","4000","4000"
"Punjab","Jalandhar","Adampur","Carrot","Other","04/03/2019","400","500","500"
"Punjab","Jalandhar","Adampur","Cauliflower","Other","04/03/2019","600","700","700"
"Punjab","Jalandhar","Adampur","Coriander(Leaves)","Other","04/03/2019","800","1000","1000"
"Punjab","Jalandhar","Adampur","Cucumbar(Kheera)","Other","04/03/2019","2000","2500","2500"
"Punjab","Jalandhar","Adampur","Garlic","Other","04/03/2019","3500","4000","4000"
"Punjab","Jalandhar","Adampur","Ginger(Green)","Other","04/03/2019","6500","7000","7000"
"Punjab","Jalandhar","Adampur","Green Chilli","Other","04/03/2019","4000","5000","5000"
"Punjab","Jalandhar","Adampur","Kinnow","Other","04/03/2019","1000","1200","1200"
"Punjab","Jalandhar","Adampur","Onion","Other","04/03/2019","700","800","800"
"Punjab","Jalandhar","Adampur","Peas Wet","Other","04/03/2019","1000","1500","1500"
"Punjab","Jalandhar","Adampur","Potato","Other","04/03/2019","400","500","500"
"Punjab","Jalandhar","Adampur","Raddish","Other","04/03/2019","300","400","400"
"Punjab","Jalandhar","Adampur","Spinach","Other","04/03/2019","800","900","900"
"Punjab","Jalandhar","Adampur","Tomato","Other","04/03/2019","2000","2500","2500"
"Punjab","Jalandhar","Adampur","Turnip","Other","04/03/2019","300","400","400"
"Punjab","Jalandhar","Lohian Khas","Cabbage","Other","04/03/2019","200","400","300"
"Punjab","Jalandhar","Lohian Khas","Carrot","Other","04/03/2019","200","400","300"
"Punjab","Jalandhar","Lohian Khas","Cauliflower","Other","04/03/2019","100","300","200"
"Punjab","Jalandhar","Lohian Khas","Peas Wet","Other","04/03/2019","600","1000","800"
"Punjab","Jalandhar","Lohian Khas","Potato","Other","04/03/2019","300","500","400"
"Punjab","Jalandhar","Lohian Khas","Raddish","Other","04/03/2019","200","400","300"
"Punjab","Jalandhar","Lohian Khas","Spinach","Other","04/03/2019","200","400","300"
"Punjab","Jalandhar","Lohian Khas","Tomato","Other","04/03/2019","1300","1500","1400"
"Punjab","Jalandhar","Mehatpur","Carrot","Other","04/03/2019","600","800","700"
"Punjab","Jalandhar","Mehatpur","Cauliflower","Other","04/03/2019","500","700","700"
"Punjab","Jalandhar","Mehatpur","Methi(Leaves)","Other","04/03/2019","600","700","600"
"Punjab","Jalandhar","Mehatpur","Raddish","Other","04/03/2019","400","500","500"
"Punjab","Jalandhar","Mehatpur","Spinach","Other","04/03/2019","400","600","600"
"Punjab","Ludhiana","Doraha","Carrot","Other","04/03/2019","400","1000","700"
"Punjab","Ludhiana","Doraha","Cauliflower","Other","04/03/2019","500","600","550"
"Punjab","Ludhiana","Doraha","Green Chilli","Other","04/03/2019","2000","4000","3000"
"Punjab","Ludhiana","Doraha","Onion","Other","04/03/2019","800","1200","1000"
"Punjab","Ludhiana","Doraha","Peas Wet","Other","04/03/2019","1000","1500","1250"
"Punjab","Ludhiana","Doraha","Potato","Other","04/03/2019","300","400","350"
"Punjab","Ludhiana","Doraha","Tomato","Other","04/03/2019","1000","2000","1500"
"Punjab","Ludhiana","Sahnewal","Cabbage","Cabbage","04/03/2019","500","500","500"
"Punjab","Ludhiana","Sahnewal","Carrot","Carrot","04/03/2019","900","900","900"
"Punjab","Ludhiana","Sahnewal","Cauliflower","Cauliflower","04/03/2019","600","900","900"
"Punjab","Ludhiana","Sahnewal","Coriander(Leaves)","Coriander","04/03/2019","1300","1500","1500"
"Punjab","Ludhiana","Sahnewal","Green Chilli","Green Chilly","04/03/2019","5000","5000","5000"
"Punjab","Ludhiana","Sahnewal","Methi(Leaves)","Methi","04/03/2019","1000","1000","1000"
